event_id,event_date,customer_id,product_id,product_name,vendor_name,country_name,region,quantity,unit_price_local,net_revenue_local,discount_local,is_refunded,DayOfWeek,HourOfDay
60EE8FB24291,2025-04-17 03:03:00,CUST0003875,PROD0031,Advanced Reports Addâon Monthly,Other,United States,NA,1,12.0,12.0,0.0,False,3,3
18D3B5545041,2025-01-20 14:48:00,CUST0002958,PROD0023,Jira Software Standard Monthly,Atlassian,United States,NA,10,8.0,80.0,0.0,False,0,14
CEE08FF9A1C9,2025-01-17 06:23:00,CUST0002035,PROD0039,Tableau Creator Monthly,Tableau,United States,NA,1,25.0,25.0,0.0,False,4,6
961982AACE0E,2024-10-15 07:31:00,CUST0000755,PROD0018,GitHub Copilot Business Annual,GitHub,United States,NA,3,228.0,615.6,68.4,False,1,7
160F466893B3,2025-02-14 17:25:00,CUST0003593,PROD0018,GitHub Copilot Business Annual,GitHub,Canada,NA,3,228.0,581.4,136.8,False,4,17
C56EFC699E4C,2024-12-01 11:35:00,CUST0001062,PROD0079,ChatGPT Team Monthly Standard,AI Tools,Canada,NA,1,24.57,25.8,0.0,False,6,11
BC8B17AB1AE9,2024-12-21 22:42:00,CUST0001003,PROD0080,Notion AI Annual,Notion,Canada,NA,1,118.1,124.0,0.0,False,5,22
4D2E3AE9E436,2024-07-14 22:02:00,CUST0001500,PROD0034,AI Assistant Addâon Annual,AI Tools,United States,NA,15,90.0,1350.0,0.0,False,6,22
70684ECA521E,2025-02-28 10:37:00,CUST0003509,PROD0064,Power BI Pro Annual,Microsoft,United States,NA,1,153.78,153.78,0.0,False,4,10
3167688DFEA8,2025-03-18 22:09:00,CUST0000552,PROD0073,Adobe Firefly Creative AI Monthly,Adobe,United States,NA,25,20.0,425.0,75.0,False,1,22
068F01F40D3F,2025-09-22 04:07:00,CUST0000593,PROD0075,Adobe Firefly Creative AI Monthly Standard,Adobe,Canada,NA,5,20.12,95.57,10.06,False,0,4
48F7F2C96AF0,2025-01-13 22:13:00,CUST0003907,PROD0076,Azure AI Studio Annual,Microsoft,Canada,NA,1,316.27,332.08,0.0,False,0,22
E9EAE2144197,2024-11-17 21:00:00,CUST0001772,PROD0070,Adobe Firefly Creative AI Annual Standard,Adobe,United States,NA,5,234.95,1174.75,0.0,False,6,21
C44C296C1F1D,2024-06-16 14:13:00,CUST0000824,PROD0054,Datadog Pro Annual,Datadog,Canada,NA,1,290.0,304.5,0.0,False,6,14
5FA342C983B7,2025-07-23 08:11:00,CUST0002011,PROD0096,ChatGPT Team Annual Pro,AI Tools,United States,NA,20,267.4,5348.0,0.0,False,2,8
46D509EAC902,2025-04-21 10:21:00,CUST0000517,PROD0062,Microsoft Copilot for Office Annual Standard,Microsoft,Canada,NA,3,225.15,709.22,0.0,False,0,10
123FCFDCA6E5,2024-12-25 05:46:00,CUST0002901,PROD0075,Adobe Firefly Creative AI Monthly Standard,Adobe,Canada,NA,15,20.12,316.89,0.0,False,2,5
AF3538BC3191,2025-07-12 10:17:00,CUST0000713,PROD0087,Notion AI Monthly Business,Notion,Canada,NA,5,14.96,63.58,14.96,False,5,10
66699F9EFEA1,2024-08-02 07:09:00,CUST0002697,PROD0094,Adobe Firefly Creative AI Annual Business,Adobe,Canada,NA,10,234.95,2349.5,117.48,False,4,7
0F09706235A3,2024-08-06 14:20:00,CUST0001217,PROD0073,Adobe Firefly Creative AI Monthly,Adobe,Canada,NA,1,20.0,19.0,2.0,False,1,14
8560D2B2A37F,2025-01-14 04:54:00,CUST0002092,PROD0001,Microsoft 365 Business Standard Monthly,Microsoft,Canada,NA,1,49.0,51.45,0.0,False,1,4
E10F07375844,2024-10-07 02:51:00,CUST0002293,PROD0084,Microsoft Copilot for Office Annual Pro,Microsoft,Canada,NA,1,225.15,236.41,0.0,False,0,2
BD8F3CE7DA1F,2024-05-21 14:27:00,CUST0002214,PROD0014,Zoom Pro Annual,Zoom,Canada,NA,15,149.9,2360.93,0.0,False,1,14
C2AA77BBEC39,2025-05-29 12:56:00,CUST0002471,PROD0054,Datadog Pro Annual,Datadog,Canada,NA,10,290.0,2900.0,145.0,False,3,12
B4663DC1CE76,2024-11-06 19:38:00,CUST0000102,PROD0043,Dropbox Standard Monthly,Dropbox,Canada,NA,20,10.0,210.0,0.0,False,2,19
97BFB2AED44B,2025-05-07 20:38:00,CUST0000365,PROD0018,GitHub Copilot Business Annual,GitHub,Canada,NA,1,228.0,239.4,0.0,False,2,20
3CE267DE23C6,2024-07-31 19:16:00,CUST0003630,PROD0089,Microsoft Copilot for Office Monthly Pro,Microsoft,Canada,NA,10,23.45,246.23,0.0,False,2,19
B468DD3BBD8A,2024-09-12 13:21:00,CUST0000030,PROD0078,Azure AI Studio Annual Standard,Microsoft,Canada,NA,1,316.27,332.08,0.0,False,3,13
7BF5BA604642,2024-08-09 00:36:00,CUST0002785,PROD0093,Power BI Pro Monthly Pro,Microsoft,Canada,NA,1,15.81,13.44,3.16,False,4,0
0243954E08CE,2025-08-24 13:48:00,CUST0001720,PROD0061,Notion AI Monthly,Notion,Canada,NA,5,10.0,52.5,0.0,False,6,13
1250EA126565,2024-10-19 08:00:00,CUST0002166,PROD0051,Airtable Team Monthly,AI Tools,Canada,NA,10,20.0,210.0,0.0,False,5,8
BB5C6995A67E,2025-08-24 17:42:00,CUST0000938,PROD0101,ChatGPT Team Monthly Pro,AI Tools,Canada,NA,5,30.65,160.91,0.0,False,6,17
37EA3389E4EA,2024-11-01 19:34:00,CUST0001003,PROD0082,Notion AI Annual Standard,Notion,Canada,NA,10,118.1,1240.05,0.0,False,4,19
0BC7CADF5B20,2024-06-20 18:59:00,CUST0001392,PROD0052,Airtable Team Annual,AI Tools,Canada,NA,5,200.0,1050.0,0.0,False,3,18
DF6766E5935B,2025-05-11 10:08:00,CUST0000056,PROD0042,Canva Pro Annual,Canva,Canada,NA,1,120.0,126.0,0.0,False,6,10
1C31DEAAB133,2025-01-29 10:31:00,CUST0001119,PROD0016,Slack Pro Annual,Slack,Canada,NA,3,105.0,330.75,0.0,False,2,10
DFCB93A4C3F4,2025-05-21 09:46:00,CUST0002864,PROD0061,Notion AI Monthly,Notion,United States,NA,5,10.0,50.0,0.0,False,2,9
815CA9790794,2025-02-24 18:14:00,CUST0003941,PROD0098,ChatGPT Team Annual Business,AI Tools,United States,NA,20,267.4,4278.4,1069.6,False,0,18
CB7AC273CC5D,2024-08-16 23:22:00,CUST0002592,PROD0011,Priority Support Annual,Other,United States,NA,5,249.0,1245.0,0.0,False,4,23
267418F7DC33,2025-02-16 16:18:00,CUST0002395,PROD0044,Dropbox Standard Annual,Dropbox,Canada,NA,1,100.0,105.0,0.0,False,6,16
C9DF185E8D26,2025-02-03 03:52:00,CUST0003751,PROD0043,Dropbox Standard Monthly,Dropbox,Canada,NA,1,10.0,10.5,0.0,False,0,3
3A8A4B01B7E4,2025-02-22 04:33:00,CUST0000803,PROD0086,Microsoft Copilot for Office Annual Business,Microsoft,Canada,NA,5,225.15,1182.04,0.0,False,5,4
70E5F2BF99ED,2025-09-14 00:20:00,CUST0001551,PROD0056,Cloud Storage 1TB Annual,Other,Canada,NA,5,60.0,315.0,0.0,False,6,0
000BF4DAF497,2024-08-12 14:45:00,CUST0001201,PROD0090,Power BI Pro Annual Business,Microsoft,Canada,NA,3,153.78,461.34,23.07,False,0,14
E05E3FD6B8DE,2025-10-05 06:08:00,CUST0000139,PROD0047,Freshdesk Growth Monthly,Zendesk,Canada,NA,3,9.0,28.35,0.0,False,6,6
223BDC45B3F7,2024-08-19 07:45:00,CUST0000517,PROD0012,Onboarding Training Pack One-time,AI Tools,Canada,NA,4,399.0,1675.8,0.0,False,0,7
8FB407E40B20,2024-10-15 23:54:00,CUST0003107,PROD0030,Slack Huddles Addâon Annual,Slack,Canada,NA,3,50.0,157.5,0.0,False,1,23
34BDB121628A,2025-03-26 13:38:00,CUST0002814,PROD0004,Adobe Creative Cloud All Apps Annual,Adobe,United States,NA,1,299.0,299.0,0.0,False,2,13
EB8B798A5736,2025-05-07 15:57:00,CUST0001895,PROD0064,Power BI Pro Annual,Microsoft,Canada,NA,10,153.78,1614.69,0.0,False,2,15
3E1C60E93D8F,2024-12-08 10:11:00,CUST0002392,PROD0065,Microsoft Copilot for Office Monthly,Microsoft,Canada,NA,15,19.0,299.25,0.0,False,6,10
E7DAC8003A7C,2024-08-12 20:19:00,CUST0001256,PROD0088,Power BI Pro Annual Pro,Microsoft,Canada,NA,5,153.78,807.34,0.0,False,0,20
3CB712A27BEA,2025-03-30 10:26:00,CUST0000912,PROD0044,Dropbox Standard Annual,Dropbox,Canada,NA,15,100.0,1575.0,0.0,False,6,10
FA50DDDCE877,2024-06-21 23:08:00,CUST0000724,PROD0069,Power BI Pro Monthly,Microsoft,Canada,NA,3,13.0,37.05,3.9,False,4,23
1F685264C669,2025-05-23 09:05:00,CUST0002400,PROD0076,Azure AI Studio Annual,Microsoft,Canada,NA,10,316.27,2688.3,632.54,False,4,9
D2B833554479,2025-03-13 22:10:00,CUST0000119,PROD0043,Dropbox Standard Monthly,Dropbox,Canada,NA,1,10.0,10.5,0.0,False,3,22
AC6F4AEB6774,2025-09-16 17:39:00,CUST0001130,PROD0009,Perpetual License (Legacy) One-time,Other,United States,NA,5,199.0,995.0,0.0,False,1,17
461153B34B08,2025-09-09 15:11:00,CUST0000735,PROD0021,Notion Plus Monthly,Notion,United States,NA,1,10.0,10.0,0.0,False,1,15
E6D649DF29B8,2025-07-13 01:40:00,CUST0000022,PROD0072,ChatGPT Team Annual,AI Tools,United States,NA,1,267.4,213.92,53.48,False,6,1
908ECC2E1608,2025-04-21 17:58:00,CUST0000680,PROD0030,Slack Huddles Addâon Annual,Slack,United States,NA,1,50.0,50.0,0.0,False,0,17
238EE5AD3F52,2024-12-27 09:04:00,CUST0001381,PROD0047,Freshdesk Growth Monthly,Zendesk,United States,NA,1,9.0,8.55,0.45,False,4,9
3DAB7A8C6F5A,2024-12-01 17:40:00,CUST0003880,PROD0063,Notion AI Monthly Standard,Notion,United States,NA,25,9.88,247.0,0.0,False,6,17
976EFD4179E6,2024-10-05 10:59:00,CUST0002461,PROD0093,Power BI Pro Monthly Pro,Microsoft,Canada,NA,1,15.81,16.6,0.0,False,5,10
F4D38A266A69,2025-10-20 16:08:00,CUST0002074,PROD0056,Cloud Storage 1TB Annual,Other,United States,NA,5,60.0,300.0,0.0,False,0,16
B7A33F040874,2024-05-31 14:28:00,CUST0002921,PROD0088,Power BI Pro Annual Pro,Microsoft,United States,NA,3,153.78,461.34,0.0,False,4,14
8A2F227786C9,2025-02-14 23:09:00,CUST0001580,PROD0094,Adobe Firefly Creative AI Annual Business,Adobe,Canada,NA,5,234.95,1233.49,0.0,False,4,23
8B93A63A12C9,2024-11-02 15:07:00,CUST0001892,PROD0048,Freshdesk Growth Annual,Zendesk,Canada,NA,1,90.0,94.5,0.0,False,5,15
4445D9204264,2024-09-22 16:47:00,CUST0000584,PROD0050,Zendesk Suite Team Annual,Zendesk,Canada,NA,20,130.0,2730.0,0.0,False,6,16
DB4F1A096586,2024-12-09 00:11:00,CUST0001946,PROD0083,Azure AI Studio Monthly Pro,Microsoft,United States,NA,3,36.7,110.1,0.0,False,0,0
0C3CAE65E90C,2025-09-30 15:39:00,CUST0001105,PROD0075,Adobe Firefly Creative AI Monthly Standard,Adobe,Canada,NA,1,20.12,21.13,0.0,False,1,15
7DDC83355865,2024-09-26 04:13:00,CUST0003164,PROD0017,GitHub Copilot Business Monthly,GitHub,United States,NA,10,19.0,190.0,0.0,False,3,4
DAE0B37D8815,2024-06-23 16:03:00,CUST0003410,PROD0099,Adobe Firefly Creative AI Monthly Business,Adobe,United States,NA,3,29.38,88.14,0.0,False,6,16
E3F98CFBAF5C,2025-03-18 12:36:00,CUST0001294,PROD0026,JetBrains All Products Pack Annual,JetBrains,United States,NA,25,289.0,7225.0,0.0,False,1,12
E772636C4653,2025-04-09 03:49:00,CUST0000584,PROD0027,Zoom Whiteboard Addâon Monthly,Zoom,Canada,NA,1,7.0,6.65,0.7,False,2,3
320EE3B43A80,2025-09-05 15:04:00,CUST0002670,PROD0055,Cloud Storage 1TB Monthly,Other,United States,NA,3,6.0,18.0,0.0,False,4,15
C59FA95A525F,2025-05-22 02:46:00,CUST0003838,PROD0074,ChatGPT Team Annual Standard,AI Tools,United States,NA,5,267.4,1337.0,0.0,False,3,2
6F9F5B82D91C,2025-06-06 00:06:00,CUST0002595,PROD0022,Notion Plus Annual,Notion,United States,NA,1,96.0,96.0,0.0,False,4,0
1D6C21814459,2025-08-29 03:42:00,CUST0003970,PROD0012,Onboarding Training Pack One-time,AI Tools,Canada,NA,3,399.0,1137.15,119.7,False,4,3
E6A363932C04,2024-04-25 01:59:00,CUST0001526,PROD0002,Microsoft 365 Business Standard Annual,Microsoft,United States,NA,10,499.0,4990.0,0.0,False,3,1
1C970BAE4D97,2024-07-12 03:28:00,CUST0001256,PROD0019,Figma Professional Monthly,Figma,Canada,NA,3,15.0,38.25,9.0,False,4,3
44735B9FA40D,2024-10-29 23:57:00,CUST0000409,PROD0041,Canva Pro Monthly,Canva,United States,NA,5,12.0,60.0,0.0,False,1,23
4115C6E3F313,2025-10-10 01:40:00,CUST0001351,PROD0035,Miro Business Monthly,Other,United States,NA,3,16.0,48.0,0.0,False,4,1
2645AF6E98F2,2025-05-13 12:32:00,CUST0000684,PROD0053,Datadog Pro Monthly,Datadog,United States,NA,3,29.0,87.0,0.0,False,1,12
64FF00726831,2024-10-02 22:49:00,CUST0000243,PROD0006,AI Analytics Addâon Annual,AI Tools,United States,NA,3,149.0,447.0,0.0,False,2,22
2897B026E539,2025-10-03 06:26:00,CUST0003152,PROD0086,Microsoft Copilot for Office Annual Business,Microsoft,United States,NA,10,225.15,2251.5,0.0,False,4,6
09993D07F4C6,2024-08-16 18:48:00,CUST0001388,PROD0007,Team Seats Addâon Monthly,Other,United States,NA,1,9.0,8.1,0.9,False,4,18
48E7032AC430,2024-06-23 02:32:00,CUST0000442,PROD0087,Notion AI Monthly Business,Notion,Canada,NA,15,14.96,235.62,0.0,False,6,2
992673EC71FA,2025-08-14 01:34:00,CUST0003215,PROD0025,JetBrains All Products Pack Monthly,JetBrains,United States,NA,10,29.0,261.0,29.0,False,3,1
56E390C9F361,2025-05-15 02:20:00,CUST0003336,PROD0023,Jira Software Standard Monthly,Atlassian,United States,NA,1,8.0,7.2,0.8,False,3,2
B36D376C16D2,2025-09-07 12:41:00,CUST0000497,PROD0020,Figma Professional Annual,Figma,United States,NA,1,144.0,144.0,0.0,False,6,12
4D7327537F77,2024-11-10 19:58:00,CUST0002297,PROD0001,Microsoft 365 Business Standard Monthly,Microsoft,Canada,NA,1,49.0,44.1,7.35,False,6,19
70F34471AAA1,2024-06-22 02:04:00,CUST0003763,PROD0042,Canva Pro Annual,Canva,Canada,NA,1,120.0,126.0,0.0,False,5,2
6EE059C0F8E5,2025-08-21 03:02:00,CUST0001724,PROD0003,Adobe Creative Cloud All Apps Monthly,Adobe,United States,NA,1,29.0,29.0,0.0,False,3,3
8B8EB804C39C,2024-05-26 02:45:00,CUST0003977,PROD0060,Microsoft Copilot for Office Annual,Microsoft,Canada,NA,1,225.15,236.41,0.0,False,6,2
9248B0FC688D,2024-07-08 18:46:00,CUST0002163,PROD0006,AI Analytics Addâon Annual,AI Tools,United States,NA,3,149.0,447.0,0.0,False,0,18
4F3B5858B0EB,2024-07-03 18:15:00,CUST0001697,PROD0060,Microsoft Copilot for Office Annual,Microsoft,Canada,NA,20,225.15,4728.15,0.0,False,2,18
13B37EA3A8F4,2025-05-13 09:46:00,CUST0001871,PROD0026,JetBrains All Products Pack Annual,JetBrains,United States,NA,1,289.0,231.2,57.8,False,1,9
1C65DADF376D,2024-04-24 23:04:00,CUST0001946,PROD0017,GitHub Copilot Business Monthly,GitHub,United States,NA,10,19.0,190.0,0.0,False,2,23
4AFCCB6F4BB5,2025-03-29 15:14:00,CUST0000935,PROD0060,Microsoft Copilot for Office Annual,Microsoft,Canada,NA,1,225.15,236.41,0.0,False,5,15
96FD7E84F81F,2024-05-24 16:45:00,CUST0000510,PROD0023,Jira Software Standard Monthly,Atlassian,United States,NA,10,8.0,80.0,0.0,False,4,16
F74E8F8E6F35,2025-05-31 03:24:00,CUST0003211,PROD0068,Adobe Firefly Creative AI Annual,Adobe,United States,NA,1,234.95,211.45,23.5,False,5,3
341421E0CF58,2024-10-14 21:19:00,CUST0000161,PROD0036,Miro Business Annual,Other,Canada,NA,3,160.0,504.0,0.0,False,0,21
709E7B8C5AFD,2024-04-23 03:09:00,CUST0000265,PROD0037,Asana Premium Monthly,Atlassian,Canada,NA,10,12.5,131.25,0.0,False,1,3
2668FE5E3058,2025-03-13 21:21:00,CUST0000386,PROD0005,AI Analytics Addâon Monthly,AI Tools,United States,NA,10,15.0,150.0,0.0,False,3,21
A37DE2CD84E8,2024-09-08 10:07:00,CUST0003453,PROD0062,Microsoft Copilot for Office Annual Standard,Microsoft,United States,NA,15,225.15,3377.25,0.0,False,6,10
EBDFDEB2EA14,2024-07-23 19:51:00,CUST0003148,PROD0084,Microsoft Copilot for Office Annual Pro,Microsoft,United States,NA,15,225.15,3377.25,0.0,False,1,19
7896A1B89002,2025-04-20 04:17:00,CUST0000020,PROD0026,JetBrains All Products Pack Annual,JetBrains,United States,NA,15,289.0,4118.25,216.75,False,6,4
53B71978FDC1,2025-04-25 15:01:00,CUST0000225,PROD0017,GitHub Copilot Business Monthly,GitHub,United States,NA,15,19.0,256.5,28.5,False,4,15
5B55B940773B,2024-05-14 20:02:00,CUST0003157,PROD0037,Asana Premium Monthly,Atlassian,United States,NA,15,12.5,187.5,0.0,False,1,20
959FE7EBE3F4,2024-08-20 07:52:00,CUST0000444,PROD0010,Priority Support Monthly,Other,United States,NA,15,25.0,375.0,0.0,False,1,7
329E14056F2C,2024-05-21 11:33:00,CUST0001063,PROD0083,Azure AI Studio Monthly Pro,Microsoft,United States,NA,1,36.7,33.03,3.67,False,1,11
EB0785129865,2024-06-01 21:12:00,CUST0001960,PROD0074,ChatGPT Team Annual Standard,AI Tools,United States,NA,10,267.4,2674.0,0.0,False,5,21
BCEFEEF3E2A7,2024-07-29 07:55:00,CUST0003872,PROD0064,Power BI Pro Annual,Microsoft,United States,NA,15,153.78,2306.7,0.0,False,0,7
7ACDD78FBCE4,2025-06-24 13:25:00,CUST0001655,PROD0029,Slack Huddles Addâon Monthly,Slack,United States,NA,1,5.0,4.0,1.0,False,1,13
D412972A7E80,2024-09-14 03:16:00,CUST0002917,PROD0056,Cloud Storage 1TB Annual,Other,United States,NA,20,60.0,1200.0,0.0,False,5,3
5A5AE66FCF1A,2025-04-08 13:37:00,CUST0002973,PROD0092,Adobe Firefly Creative AI Annual Pro,Adobe,United States,NA,20,234.95,4229.1,469.9,False,1,13
FC638D54AAF8,2024-09-11 09:53:00,CUST0002234,PROD0077,ChatGPT Team Monthly,AI Tools,United States,NA,1,25.0,23.75,1.25,False,2,9
AFF0BE2E5FA7,2025-03-12 16:54:00,CUST0002370,PROD0049,Zendesk Suite Team Monthly,Zendesk,United States,NA,10,13.0,117.0,13.0,False,2,16
A05AB4BE0B7C,2024-08-26 09:52:00,CUST0001789,PROD0068,Adobe Firefly Creative AI Annual,Adobe,Canada,NA,1,234.95,223.2,23.5,False,0,9
5965E0E2AA51,2025-04-05 11:08:00,CUST0000091,PROD0005,AI Analytics Addâon Monthly,AI Tools,United States,NA,20,15.0,300.0,0.0,False,5,11
E28782E52135,2025-09-27 21:25:00,CUST0003733,PROD0078,Azure AI Studio Annual Standard,Microsoft,United States,NA,1,316.27,268.83,47.44,False,5,21
71E7848049BF,2025-05-21 21:22:00,CUST0000363,PROD0046,Monday.com Standard Annual,Atlassian,United States,NA,1,150.0,150.0,0.0,False,2,21
68A58A215538,2024-07-07 16:45:00,CUST0002194,PROD0055,Cloud Storage 1TB Monthly,Other,United States,NA,3,6.0,18.0,0.0,False,6,16
AA3F9D59E0E2,2024-04-30 00:53:00,CUST0000368,PROD0028,Zoom Whiteboard Addâon Annual,Zoom,Canada,NA,1,70.0,66.5,7.0,False,1,0
32BD21707894,2024-06-12 16:37:00,CUST0003538,PROD0096,ChatGPT Team Annual Pro,AI Tools,United States,NA,3,267.4,721.98,80.22,False,2,16
63F7C91CA64C,2024-06-23 07:15:00,CUST0001956,PROD0081,Azure AI Studio Monthly Standard,Microsoft,United States,NA,1,29.18,29.18,0.0,False,6,7
99DD0E567416,2024-10-12 01:43:00,CUST0002514,PROD0095,Power BI Pro Monthly Business,Microsoft,Canada,NA,20,19.63,412.23,0.0,False,5,1
B8D9EF4D3420,2025-03-18 04:40:00,CUST0002567,PROD0050,Zendesk Suite Team Annual,Zendesk,United States,NA,15,130.0,1950.0,0.0,False,1,4
D1717A0D660C,2025-03-01 09:30:00,CUST0001192,PROD0003,Adobe Creative Cloud All Apps Monthly,Adobe,United States,NA,1,29.0,29.0,0.0,False,5,9
36D49644B90C,2024-05-31 06:42:00,CUST0001125,PROD0002,Microsoft 365 Business Standard Annual,Microsoft,United States,NA,1,499.0,499.0,0.0,False,4,6
B8F0FF1D0C70,2025-04-22 22:21:00,CUST0002994,PROD0082,Notion AI Annual Standard,Notion,Canada,NA,1,118.1,124.0,0.0,False,1,22
2311E2FD524F,2024-09-21 17:10:00,CUST0002257,PROD0084,Microsoft Copilot for Office Annual Pro,Microsoft,United States,NA,5,225.15,1013.17,112.58,False,5,17
87BDA85BE43E,2024-11-30 23:05:00,CUST0003958,PROD0060,Microsoft Copilot for Office Annual,Microsoft,United States,NA,1,225.15,225.15,0.0,False,5,23
CAC407CD8B66,2024-05-28 23:10:00,CUST0002264,PROD0097,Adobe Firefly Creative AI Monthly Pro,Adobe,United States,NA,15,24.48,367.2,0.0,False,1,23
063889B6D9B0,2025-04-15 16:12:00,CUST0001580,PROD0073,Adobe Firefly Creative AI Monthly,Adobe,Canada,NA,15,20.0,315.0,0.0,False,1,16
0724877F6E71,2025-01-12 15:44:00,CUST0001925,PROD0027,Zoom Whiteboard Addâon Monthly,Zoom,Canada,NA,3,7.0,22.05,0.0,False,6,15
7DC2993F0ED2,2025-06-24 02:06:00,CUST0000530,PROD0017,GitHub Copilot Business Monthly,GitHub,United States,NA,5,19.0,95.0,0.0,False,1,2
0113BF320400,2024-10-20 09:42:00,CUST0001197,PROD0101,ChatGPT Team Monthly Pro,AI Tools,United States,NA,5,30.65,122.6,30.65,False,6,9
EA3B5663679E,2025-10-06 10:51:00,CUST0001250,PROD0029,Slack Huddles Addâon Monthly,Slack,Canada,NA,1,5.0,4.75,0.5,False,0,10
